Date,Start Equity,End Equity,PnL,Return %,Drawdown %,Holdings,Notes
2025-07-18,9244.51,9244.51,0.0,0.0,7.5549,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-21,9231.57,9231.57,0.0,0.0,7.6843,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-22,9218.65,9218.65,0.0,0.0,7.8135,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-23,9205.74,9205.74,0.0,0.0,7.9426,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-24,9192.85,9192.85,0.0,0.0,8.0715,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-25,9179.98,9179.98,0.0,0.0,8.2002,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-28,9167.13,9167.13,0.0,0.0,8.3287,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-29,9154.3,9154.3,0.0,0.0,8.457,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-30,9141.48,9141.48,0.0,0.0,8.5852,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-07-31,9128.68,9128.68,0.0,0.0,8.7132,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-01,9115.9,9115.9,0.0,0.0,8.841,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-04,9103.14,9103.14,0.0,0.0,8.9686,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-05,9090.4,9090.4,0.0,0.0,9.096,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-06,9077.67,9077.67,0.0,0.0,9.2233,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-07,9064.96,9064.96,0.0,0.0,9.3504,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
2025-08-08,9052.27,9052.27,0.0,0.0,9.4773,"{""SOXS"": 163.0427647354891}",vol_target_off;persistence_off;inverse_blocker_off
