date,SOXL,SOXS,SPXL,SPXS,SQQQ,TMF,TMV,TQQQ
2024-01-30,104.03575,96.964856,101.774863,98.688283,97.822947,100.440925,99.560923,102.673532
2024-01-31,104.223014,96.829105,101.856283,98.62907,97.725124,100.461013,99.541011,102.79674
2024-02-01,104.410616,96.693545,101.937768,98.569892,97.627399,100.481106,99.521102,102.920096
2024-02-02,104.598555,96.558174,102.019318,98.51075,97.529771,100.501202,99.501198,103.0436
2024-02-05,104.786832,96.422992,102.100934,98.451644,97.432241,100.521302,99.481298,103.167252
2024-02-06,104.975448,96.288,102.182614,98.392573,97.334809,100.541406,99.461402,103.291053
2024-02-07,105.164404,96.153197,102.264361,98.333538,97.237474,100.561515,99.441509,103.415002
2024-02-08,105.3537,96.018582,102.346172,98.274537,97.140237,100.581627,99.421621,103.5391
2024-02-09,105.543337,95.884156,102.428049,98.215573,97.043097,100.601743,99.401737,103.663347
2024-02-12,105.733315,95.749919,102.509991,98.156643,96.946054,100.621864,99.381856,103.787743
2024-02-13,105.923635,95.615869,102.591999,98.097749,96.849108,100.641988,99.36198,103.912289
2024-02-14,106.114297,95.482006,102.674073,98.038891,96.752258,100.662116,99.342108,104.036983
2024-02-15,106.305303,95.348332,102.756212,97.980067,96.655506,100.682249,99.322239,104.161828
2024-02-16,106.496653,95.214844,102.838417,97.921279,96.558851,100.702385,99.302375,104.286822
2024-02-19,106.688347,95.081543,102.920688,97.862527,96.462292,100.722526,99.282514,104.411966
2024-02-20,106.880386,94.948429,103.003025,97.803809,96.36583,100.74267,99.262658,104.53726
2024-02-21,107.07277,94.815501,103.085427,97.745127,96.269464,100.762819,99.242805,104.662705
2024-02-22,107.265501,94.68276,103.167895,97.68648,96.173194,100.782971,99.222957,104.7883
2024-02-23,107.458579,94.550204,103.25043,97.627868,96.077021,100.803128,99.203112,104.914046
2024-02-26,107.652005,94.417833,103.33303,97.569291,95.980944,100.823289,99.183271,105.039943
2024-02-27,107.845778,94.285648,103.415696,97.510749,95.884963,100.843453,99.163435,105.165991
2024-02-28,108.039901,94.153649,103.498429,97.452243,95.789078,100.863622,99.143602,105.29219
2024-02-29,108.234372,94.021833,103.581228,97.393772,95.693289,100.883795,99.123773,105.418541
2024-03-01,108.429194,93.890203,103.664093,97.335335,95.597596,100.903971,99.103949,105.545043
2024-03-04,108.624367,93.758757,103.747024,97.276934,95.501998,100.924152,99.084128,105.671697
2024-03-05,108.819891,93.627494,103.830022,97.218568,95.406496,100.944337,99.064311,105.798503
2024-03-06,109.015767,93.496416,103.913086,97.160237,95.31109,100.964526,99.044498,105.925462
2024-03-07,109.211995,93.365521,103.996216,97.101941,95.215779,100.984719,99.024689,106.052572
2024-03-08,109.408577,93.234809,104.079413,97.04368,95.120563,101.004916,99.004884,106.179835
2024-03-11,109.605512,93.10428,104.162677,96.985453,95.025442,101.025117,98.985083,106.307251
2024-03-12,109.802802,92.973934,104.246007,96.927262,94.930417,101.045322,98.965286,106.43482
2024-03-13,110.000447,92.843771,104.329403,96.869106,94.835486,101.065531,98.945493,106.562541
2024-03-14,110.198448,92.71379,104.412867,96.810984,94.740651,101.085744,98.925704,106.690417
2024-03-15,110.396805,92.58399,104.496397,96.752898,94.64591,101.105961,98.905919,106.818445
2024-03-18,110.595519,92.454373,104.579994,96.694846,94.551264,101.126182,98.886138,106.946627
2024-03-19,110.794591,92.324937,104.663658,96.636829,94.456713,101.146407,98.866361,107.074963
2024-03-20,110.994021,92.195682,104.747389,96.578847,94.362256,101.166637,98.846587,107.203453
2024-03-21,111.193811,92.066608,104.831187,96.5209,94.267894,101.18687,98.826818,107.332097
2024-03-22,111.393959,91.937714,104.915052,96.462987,94.173626,101.207107,98.807053,107.460896
2024-03-25,111.594469,91.809002,104.998984,96.405109,94.079453,101.227349,98.787291,107.589849
2024-03-26,111.795339,91.680469,105.082983,96.347266,93.985373,101.247594,98.767534,107.718957
2024-03-27,111.99657,91.552116,105.16705,96.289458,93.891388,101.267844,98.74778,107.848219
2024-03-28,112.198164,91.423943,105.251183,96.231684,93.797496,101.288097,98.728031,107.977637
2024-03-29,112.400121,91.29595,105.335384,96.173945,93.703699,101.308355,98.708285,108.10721
2024-04-01,112.602441,91.168136,105.419653,96.116241,93.609995,101.328617,98.688544,108.236939
2024-04-02,112.805125,91.0405,105.503988,96.058571,93.516385,101.348882,98.668806,108.366823
2024-04-03,113.008175,90.913043,105.588392,96.000936,93.422869,101.369152,98.649072,108.496864
2024-04-04,113.211589,90.785765,105.672862,95.943335,93.329446,101.389426,98.629342,108.62706
2024-04-05,113.41537,90.658665,105.757401,95.885769,93.236116,101.409704,98.609616,108.757412
2024-04-08,113.619518,90.531743,105.842007,95.828238,93.14288,101.429986,98.589894,108.887921
2024-04-09,113.824033,90.404999,105.92668,95.770741,93.049737,101.450272,98.570176,109.018587
2024-04-10,114.028916,90.278432,106.011422,95.713279,92.956688,101.470562,98.550462,109.149409
2024-04-11,114.234168,90.152042,106.096231,95.655851,92.863731,101.490856,98.530752,109.280388
2024-04-12,114.43979,90.025829,106.181108,95.598457,92.770867,101.511154,98.511046,109.411525
2024-04-15,114.645781,89.899793,106.266053,95.541098,92.678096,101.531456,98.491344,109.542819
2024-04-16,114.852144,89.773933,106.351065,95.483773,92.585418,101.551763,98.471646,109.67427
2024-04-17,115.058878,89.64825,106.436146,95.426483,92.492833,101.572073,98.451951,109.805879
2024-04-18,115.265984,89.522742,106.521295,95.369227,92.40034,101.592388,98.432261,109.937646
2024-04-19,115.473462,89.39741,106.606512,95.312006,92.30794,101.612706,98.412575,110.069571
2024-04-22,115.681315,89.272254,106.691797,95.254818,92.215632,101.633029,98.392892,110.201655
2024-04-23,115.889541,89.147273,106.777151,95.197666,92.123416,101.653355,98.373213,110.333897
2024-04-24,116.098142,89.022466,106.862573,95.140547,92.031293,101.673686,98.353539,110.466297
2024-04-25,116.307119,88.897835,106.948063,95.083463,91.939262,101.694021,98.333868,110.598857
2024-04-26,116.516472,88.773378,107.033621,95.026413,91.847322,101.714359,98.314201,110.731576
2024-04-29,116.726201,88.649095,107.119248,94.969397,91.755475,101.734702,98.294538,110.864454
2024-04-30,116.936309,88.524987,107.204943,94.912415,91.663719,101.755049,98.27488,110.997491
2024-05-01,117.146794,88.401052,107.290707,94.855468,91.572056,101.7754,98.255225,111.130688
2024-05-02,117.357658,88.27729,107.37654,94.798554,91.480484,101.795755,98.235574,111.264045
2024-05-03,117.568902,88.153702,107.462441,94.741675,91.389003,101.816114,98.215926,111.397562
2024-05-06,117.780526,88.030287,107.548411,94.68483,91.297614,101.836478,98.196283,111.531239
2024-05-07,117.992531,87.907044,107.63445,94.628019,91.206317,101.856845,98.176644,111.665076
2024-05-08,118.204917,87.783974,107.720557,94.571242,91.11511,101.877216,98.157009,111.799074
2024-05-09,118.417686,87.661077,107.806734,94.5145,91.023995,101.897592,98.137377,111.933233
2024-05-10,118.630838,87.538351,107.892979,94.457791,90.932971,101.917971,98.11775,112.067553
2024-05-13,118.844374,87.415798,107.979294,94.401116,90.842038,101.938355,98.098126,112.202034
2024-05-14,119.058293,87.293416,108.065677,94.344476,90.751196,101.958743,98.078507,112.336676
2024-05-15,119.272598,87.171205,108.15213,94.287869,90.660445,101.979134,98.058891,112.47148
2024-05-16,119.487289,87.049165,108.238651,94.231296,90.569784,101.99953,98.039279,112.606446
2024-05-17,119.702366,86.927296,108.325242,94.174758,90.479215,102.01993,98.019671,112.741574
2024-05-20,119.91783,86.805598,108.411902,94.118253,90.388735,102.040334,98.000067,112.876864
2024-05-21,120.133683,86.68407,108.498632,94.061782,90.298347,102.060742,97.980467,113.012316
2024-05-22,120.349923,86.562713,108.585431,94.005345,90.208048,102.081154,97.960871,113.147931
2024-05-23,120.566553,86.441525,108.672299,93.948941,90.11784,102.10157,97.941279,113.283708
2024-05-24,120.783573,86.320507,108.759237,93.892572,90.027723,102.121991,97.921691,113.419649
2024-05-27,121.000983,86.199658,108.846244,93.836237,89.937695,102.142415,97.902106,113.555752
2024-05-28,121.218785,86.078978,108.933321,93.779935,89.847757,102.162844,97.882526,113.692019
2024-05-29,121.436979,85.958468,109.020468,93.723667,89.757909,102.183276,97.86295,113.82845
2024-05-30,121.655565,85.838126,109.107684,93.667433,89.668151,102.203713,97.843377,113.965044
2024-05-31,121.874545,85.717953,109.194971,93.611232,89.578483,102.224154,97.823808,114.101802
2024-06-03,122.09392,85.597947,109.282326,93.555065,89.488905,102.244598,97.804244,114.238724
2024-06-04,122.313689,85.47811,109.369752,93.498932,89.399416,102.265047,97.784683,114.375811
2024-06-05,122.533853,85.358441,109.457248,93.442833,89.310016,102.2855,97.765126,114.513062
2024-06-06,122.754414,85.238939,109.544814,93.386767,89.220706,102.305957,97.745573,114.650477
2024-06-07,122.975372,85.119605,109.63245,93.330735,89.131486,102.326419,97.726024,114.788058
2024-06-10,123.196728,85.000437,109.720156,93.274737,89.042354,102.346884,97.706478,114.925803
2024-06-11,123.418482,84.881437,109.807932,93.218772,88.953312,102.367353,97.686937,115.063714
2024-06-12,123.640635,84.762603,109.895778,93.162841,88.864359,102.387827,97.6674,115.201791
2024-06-13,123.863188,84.643935,109.983695,93.106943,88.775494,102.408304,97.647866,115.340033
2024-06-14,124.086142,84.525433,110.071682,93.051079,88.686719,102.428786,97.628337,115.478441
2024-06-17,124.309497,84.407098,110.159739,92.995248,88.598032,102.449272,97.608811,115.617015
2024-06-18,124.533254,84.288928,110.247867,92.939451,88.509434,102.469762,97.589289,115.755756
2024-06-19,124.757414,84.170923,110.336065,92.883687,88.420925,102.490256,97.569771,115.894663
2024-06-20,124.981977,84.053084,110.424334,92.827957,88.332504,102.510754,97.550257,116.033736
2024-06-21,125.206945,83.93541,110.512674,92.77226,88.244171,102.531256,97.530747,116.172977
2024-06-24,125.432318,83.8179,110.601084,92.716597,88.155927,102.551762,97.511241,116.312384
2024-06-25,125.658096,83.700555,110.689565,92.660967,88.067771,102.572272,97.491739,116.451959
2024-06-26,125.88428,83.583374,110.778116,92.605371,87.979703,102.592787,97.472241,116.591701
2024-06-27,126.110872,83.466358,110.866739,92.549807,87.891724,102.613305,97.452746,116.731611
2024-06-28,126.337872,83.349505,110.955432,92.494277,87.803832,102.633828,97.433256,116.871689
2024-07-01,126.56528,83.232815,111.044196,92.438781,87.716028,102.654355,97.413769,117.011935
2024-07-02,126.793097,83.116289,111.133032,92.383318,87.628312,102.674886,97.394286,117.15235
2024-07-03,127.021325,82.999927,111.221938,92.327888,87.540684,102.695421,97.374807,117.292933
2024-07-04,127.249963,82.883727,111.310916,92.272491,87.453143,102.71596,97.355332,117.433684
2024-07-05,127.479013,82.76769,111.399965,92.217127,87.36569,102.736503,97.335861,117.574604
2024-07-08,127.708475,82.651815,111.489084,92.161797,87.278324,102.75705,97.316394,117.715694
2024-07-09,127.938351,82.536102,111.578276,92.1065,87.191046,102.777602,97.296931,117.856953
2024-07-10,128.16864,82.420552,111.667538,92.051236,87.103855,102.798157,97.277471,117.998381
2024-07-11,128.399343,82.305163,111.756872,91.996005,87.016751,102.818717,97.258016,118.139979
2024-07-12,128.630462,82.189936,111.846278,91.940808,86.929734,102.839281,97.238564,118.281747
2024-07-15,128.861997,82.07487,111.935755,91.885643,86.842804,102.859848,97.219117,118.423685
2024-07-16,129.093948,81.959965,112.025304,91.830512,86.755962,102.88042,97.199673,118.565794
2024-07-17,129.326318,81.845221,112.114924,91.775414,86.669206,102.900996,97.180233,118.708073
2024-07-18,129.559105,81.730638,112.204616,91.720348,86.582536,102.921577,97.160797,118.850522
2024-07-19,129.792311,81.616215,112.294379,91.665316,86.495954,102.942161,97.141365,118.993143
2024-07-22,130.025937,81.501952,112.384215,91.610317,86.409458,102.962749,97.121936,119.135935
2024-07-23,130.259984,81.387849,112.474122,91.555351,86.323049,102.983342,97.102512,119.278898
2024-07-24,130.494452,81.273906,112.564102,91.500418,86.236725,103.003939,97.083092,119.422033
2024-07-25,130.729342,81.160123,112.654153,91.445517,86.150489,103.024539,97.063675,119.565339
2024-07-26,130.964655,81.046499,112.744276,91.39065,86.064338,103.045144,97.044262,119.708817
2024-07-29,131.200391,80.933034,112.834472,91.335816,85.978274,103.065753,97.024853,119.852468
2024-07-30,131.436552,80.819727,112.924739,91.281014,85.892296,103.086366,97.005448,119.996291
2024-07-31,131.673138,80.70658,113.015079,91.226245,85.806403,103.106984,96.986047,120.140286
2024-08-01,131.910149,80.593591,113.105491,91.17151,85.720597,103.127605,96.96665,120.284455
2024-08-02,132.147588,80.48076,113.195975,91.116807,85.634876,103.148231,96.947257,120.428796
2024-08-05,132.385453,80.368086,113.286532,91.062137,85.549241,103.16886,96.927867,120.573311
2024-08-06,132.623747,80.255571,113.377161,91.007499,85.463692,103.189494,96.908482,120.717999
2024-08-07,132.86247,80.143213,113.467863,90.952895,85.378229,103.210132,96.8891,120.86286
2024-08-08,133.101622,80.031013,113.558637,90.898323,85.29285,103.230774,96.869722,121.007896
2024-08-09,133.341205,79.918969,113.649484,90.843784,85.207557,103.25142,96.850348,121.153105
2024-08-12,133.581219,79.807083,113.740404,90.789278,85.12235,103.27207,96.830978,121.298489
2024-08-13,133.821666,79.695353,113.831396,90.734804,85.037228,103.292725,96.811612,121.444047
2024-08-14,134.062545,79.583779,113.922461,90.680364,84.95219,103.313383,96.79225,121.58978
2024-08-15,134.303857,79.472362,114.013599,90.625955,84.867238,103.334046,96.772891,121.735688
2024-08-16,134.545604,79.361101,114.10481,90.57158,84.782371,103.354713,96.753537,121.881771
2024-08-19,134.787786,79.249995,114.196094,90.517237,84.697589,103.375384,96.734186,122.028029
2024-08-20,135.030404,79.139045,114.287451,90.462926,84.612891,103.396059,96.714839,122.174462
2024-08-21,135.273459,79.028251,114.378881,90.408649,84.528278,103.416738,96.695496,122.321072
2024-08-22,135.516951,78.917611,114.470384,90.354403,84.44375,103.437421,96.676157,122.467857
2024-08-23,135.760882,78.807126,114.56196,90.300191,84.359306,103.458109,96.656822,122.614818
2024-08-26,136.005251,78.696797,114.65361,90.246011,84.274947,103.478801,96.63749,122.761956
2024-08-27,136.250061,78.586621,114.745333,90.191863,84.190672,103.499496,96.618163,122.90927
2024-08-28,136.495311,78.4766,114.837129,90.137748,84.106481,103.520196,96.598839,123.056762
2024-08-29,136.741002,78.366732,114.928999,90.083665,84.022375,103.5409,96.57952,123.20443
2024-08-30,136.987136,78.257019,115.020942,90.029615,83.938352,103.561608,96.560204,123.352275
2024-09-02,137.233713,78.147459,115.112959,89.975597,83.854414,103.582321,96.540892,123.500298
2024-09-03,137.480734,78.038053,115.205049,89.921612,83.770559,103.603037,96.521583,123.648498
2024-09-04,137.728199,77.9288,115.297213,89.867659,83.686789,103.623758,96.502279,123.796876
2024-09-05,137.97611,77.819699,115.389451,89.813738,83.603102,103.644483,96.482979,123.945433
2024-09-06,138.224467,77.710752,115.481762,89.75985,83.519499,103.665212,96.463682,124.094167
2024-09-09,138.473271,77.601957,115.574148,89.705994,83.43598,103.685945,96.444389,124.24308
2024-09-10,138.722523,77.493314,115.666607,89.652171,83.352544,103.706682,96.4251,124.392172
2024-09-11,138.972223,77.384823,115.75914,89.598379,83.269191,103.727423,96.405815,124.541442
2024-09-12,139.222373,77.276484,115.851748,89.54462,83.185922,103.748169,96.386534,124.690892
2024-09-13,139.472974,77.168297,115.944429,89.490894,83.102736,103.768918,96.367257,124.840521
2024-09-16,139.724025,77.060262,116.037185,89.437199,83.019633,103.789672,96.347983,124.99033
2024-09-17,139.975528,76.952377,116.130014,89.383537,82.936614,103.81043,96.328714,125.140318
2024-09-18,140.227484,76.844644,116.222918,89.329907,82.853677,103.831192,96.309448,125.290487
2024-09-19,140.479894,76.737062,116.315897,89.276309,82.770823,103.851958,96.290186,125.440835
2024-09-20,140.732757,76.62963,116.40895,89.222743,82.688052,103.872729,96.270928,125.591364
2024-09-23,140.986076,76.522348,116.502077,89.169209,82.605364,103.893503,96.251674,125.742074
2024-09-24,141.239851,76.415217,116.595278,89.115708,82.522759,103.914282,96.232424,125.892964
2024-09-25,141.494083,76.308236,116.688555,89.062238,82.440236,103.935065,96.213177,126.044036
2024-09-26,141.748772,76.201404,116.781905,89.008801,82.357796,103.955852,96.193935,126.195289
2024-09-27,142.00392,76.094722,116.875331,88.955396,82.275438,103.976643,96.174696,126.346723
2024-09-30,142.259527,75.988189,116.968831,88.902022,82.193163,103.997438,96.155461,126.498339
2024-10-01,142.515594,75.881806,117.062406,88.848681,82.11097,104.018238,96.13623,126.650137
2024-10-02,142.772123,75.775571,117.156056,88.795372,82.028859,104.039041,96.117003,126.802117
2024-10-03,143.029112,75.669486,117.249781,88.742095,81.94683,104.059849,96.097779,126.95428
2024-10-04,143.286565,75.563548,117.343581,88.68885,81.864883,104.080661,96.07856,127.106625
2024-10-07,143.544481,75.457759,117.437456,88.635636,81.783018,104.101477,96.059344,127.259153
2024-10-08,143.802861,75.352119,117.531406,88.582455,81.701235,104.122298,96.040132,127.411864
2024-10-09,144.061706,75.246626,117.625431,88.529305,81.619534,104.143122,96.020924,127.564758
2024-10-10,144.321017,75.14128,117.719531,88.476188,81.537914,104.163951,96.00172,127.717836
2024-10-11,144.580795,75.036083,117.813707,88.423102,81.456376,104.184783,95.982519,127.871097
2024-10-14,144.84104,74.931032,117.907958,88.370048,81.37492,104.20562,95.963323,128.024543
2024-10-15,145.101754,74.826129,118.002284,88.317026,81.293545,104.226462,95.94413,128.178172
2024-10-16,145.362937,74.721372,118.096686,88.264036,81.212252,104.247307,95.924941,128.331986
2024-10-17,145.62459,74.616762,118.191163,88.211078,81.131039,104.268156,95.905756,128.485984
2024-10-18,145.886715,74.512299,118.285716,88.158151,81.049908,104.28901,95.886575,128.640167
2024-10-21,146.149311,74.407981,118.380345,88.105256,80.968858,104.309868,95.867398,128.794536
2024-10-22,146.41238,74.30381,118.475049,88.052393,80.887889,104.33073,95.848224,128.949089
2024-10-23,146.675922,74.199785,118.569829,87.999561,80.807002,104.351596,95.829055,129.103828
2024-10-24,146.939938,74.095905,118.664685,87.946762,80.726195,104.372466,95.809889,129.258753
2024-10-25,147.20443,73.992171,118.759617,87.893994,80.645468,104.393341,95.790727,129.413863
2024-10-28,147.469398,73.888582,118.854624,87.841257,80.564823,104.414219,95.771569,129.56916
2024-10-29,147.734843,73.785138,118.949708,87.788552,80.484258,104.435102,95.752415,129.724643
2024-10-30,148.000766,73.681839,119.044868,87.735879,80.403774,104.455989,95.733264,129.880312
2024-10-31,148.267167,73.578684,119.140104,87.683238,80.32337,104.47688,95.714117,130.036169
2024-11-01,148.534048,73.475674,119.235416,87.630628,80.243047,104.497776,95.694975,130.192212
2024-11-04,148.80141,73.372808,119.330804,87.57805,80.162804,104.518675,95.675836,130.348443
2024-11-05,149.069252,73.270086,119.426269,87.525503,80.082641,104.539579,95.6567,130.504861
2024-11-06,149.337577,73.167508,119.52181,87.472987,80.002558,104.560487,95.637569,130.661467
2024-11-07,149.606384,73.065073,119.617427,87.420504,79.922556,104.581399,95.618442,130.81826
2024-11-08,149.875676,72.962782,119.713121,87.368051,79.842633,104.602315,95.599318,130.975242
2024-11-11,150.145452,72.860634,119.808892,87.31563,79.76279,104.623236,95.580198,131.132413
2024-11-12,150.415714,72.75863,119.904739,87.263241,79.683028,104.64416,95.561082,131.289772
2024-11-13,150.686462,72.656767,120.000663,87.210883,79.603345,104.665089,95.54197,131.447319
2024-11-14,150.957698,72.555048,120.096663,87.158557,79.523741,104.686022,95.522861,131.605056
2024-11-15,151.229422,72.453471,120.192741,87.106261,79.444218,104.70696,95.503757,131.762982
2024-11-18,151.501635,72.352036,120.288895,87.053998,79.364773,104.727901,95.484656,131.921098
2024-11-19,151.774338,72.250743,120.385126,87.001765,79.285409,104.748846,95.465559,132.079403
2024-11-20,152.047531,72.149592,120.481434,86.949564,79.206123,104.769796,95.446466,132.237898
2024-11-21,152.321217,72.048583,120.577819,86.897395,79.126917,104.79075,95.427377,132.396584
2024-11-22,152.595395,71.947715,120.674281,86.845256,79.04779,104.811708,95.408291,132.55546
2024-11-25,152.870067,71.846988,120.770821,86.793149,78.968742,104.832671,95.38921,132.714526
2024-11-26,153.145233,71.746402,120.867437,86.741073,78.889774,104.853637,95.370132,132.873784
2024-11-27,153.420894,71.645957,120.964131,86.689028,78.810884,104.874608,95.351058,133.033232
2024-11-28,153.697052,71.545653,121.060903,86.637015,78.732073,104.895583,95.331988,133.192872
2024-11-29,153.973707,71.445489,121.157751,86.585033,78.653341,104.916562,95.312921,133.352703
2024-12-02,154.250859,71.345465,121.254678,86.533082,78.574688,104.937545,95.293859,133.512727
2024-12-03,154.528511,71.245582,121.351681,86.481162,78.496113,104.958533,95.2748,133.672942
2024-12-04,154.806662,71.145838,121.448763,86.429273,78.417617,104.979525,95.255745,133.83335
2024-12-05,155.085314,71.046234,121.545922,86.377416,78.339199,105.00052,95.236694,133.99395
2024-12-06,155.364468,70.946769,121.643158,86.325589,78.26086,105.021521,95.217646,134.154742
2024-12-09,155.644124,70.847443,121.740473,86.273794,78.182599,105.042525,95.198603,134.315728
2024-12-10,155.924283,70.748257,121.837865,86.22203,78.104416,105.063533,95.179563,134.476907
2024-12-11,156.204947,70.649209,121.935336,86.170296,78.026312,105.084546,95.160527,134.638279
2024-12-12,156.486116,70.550301,122.032884,86.118594,77.948286,105.105563,95.141495,134.799845
2024-12-13,156.767791,70.45153,122.13051,86.066923,77.870337,105.126584,95.122467,134.961605
2024-12-16,157.049973,70.352898,122.228215,86.015283,77.792467,105.147609,95.103442,135.123559
2024-12-17,157.332663,70.254404,122.325997,85.963674,77.714675,105.168639,95.084422,135.285707
2024-12-18,157.615862,70.156048,122.423858,85.912095,77.63696,105.189673,95.065405,135.44805
2024-12-19,157.89957,70.057829,122.521797,85.860548,77.559323,105.210711,95.046392,135.610588
2024-12-20,158.183789,69.959748,122.619814,85.809032,77.481764,105.231753,95.027382,135.77332
2024-12-23,158.46852,69.861805,122.71791,85.757546,77.404282,105.252799,95.008377,135.936248
2024-12-24,158.753764,69.763998,122.816085,85.706092,77.326878,105.27385,94.989375,136.099372
2024-12-25,159.03952,69.666329,122.914338,85.654668,77.249551,105.294904,94.970377,136.262691
2024-12-26,159.325791,69.568796,123.012669,85.603275,77.172301,105.315963,94.951383,136.426206
2024-12-27,159.612578,69.471399,123.111079,85.551914,77.095129,105.337027,94.932393,136.589918
2024-12-30,159.899881,69.374139,123.209568,85.500582,77.018034,105.358094,94.913406,136.753826
2024-12-31,160.1877,69.277016,123.308136,85.449282,76.941016,105.379166,94.894424,136.91793
2025-01-01,160.476038,69.180028,123.406782,85.398012,76.864075,105.400241,94.875445,137.082232
2025-01-02,160.764895,69.083176,123.505508,85.346774,76.787211,105.421321,94.85647,137.24673
2025-01-03,161.054272,68.986459,123.604312,85.295566,76.710423,105.442406,94.837499,137.411426
2025-01-06,161.34417,68.889878,123.703195,85.244388,76.633713,105.463494,94.818531,137.57632
2025-01-07,161.634589,68.793432,123.802158,85.193242,76.557079,105.484587,94.799567,137.741412
2025-01-08,161.925531,68.697122,123.9012,85.142126,76.480522,105.505684,94.780607,137.906701
2025-01-09,162.216997,68.600946,124.000321,85.09104,76.404042,105.526785,94.761651,138.07219
2025-01-10,162.508988,68.504904,124.099521,85.039986,76.327638,105.54789,94.742699,138.237876
2025-01-13,162.801504,68.408997,124.198801,84.988962,76.25131,105.569,94.72375,138.403762
2025-01-14,163.094547,68.313225,124.29816,84.937968,76.175059,105.590114,94.704806,138.569846
2025-01-15,163.388117,68.217586,124.397598,84.887006,76.098884,105.611232,94.685865,138.73613
2025-01-16,163.682216,68.122082,124.497116,84.836073,76.022785,105.632354,94.666928,138.902613
2025-01-17,163.976844,68.026711,124.596714,84.785172,75.946762,105.65348,94.647994,139.069296
2025-01-20,164.272002,67.931473,124.696391,84.734301,75.870815,105.674611,94.629065,139.23618
2025-01-21,164.567691,67.836369,124.796148,84.68346,75.794944,105.695746,94.610139,139.403263
2025-01-22,164.863913,67.741398,124.895985,84.63265,75.719149,105.716885,94.591217,139.570547
2025-01-23,165.160668,67.64656,124.995902,84.58187,75.64343,105.738029,94.572298,139.738032
2025-01-24,165.457958,67.551855,125.095899,84.531121,75.567787,105.759176,94.553384,139.905717
2025-01-27,165.755782,67.457283,125.195976,84.480403,75.492219,105.780328,94.534473,140.073604
2025-01-28,166.054142,67.362843,125.296132,84.429714,75.416727,105.801484,94.515566,140.241692
2025-01-29,166.35304,67.268535,125.396369,84.379057,75.34131,105.822644,94.496663,140.409982
2025-01-30,166.652475,67.174359,125.496686,84.328429,75.265969,105.843809,94.477764,140.578474
2025-01-31,166.95245,67.080314,125.597084,84.277832,75.190703,105.864978,94.458868,140.747169
2025-02-03,167.252964,66.986402,125.697561,84.227265,75.115512,105.886151,94.439977,140.916065
2025-02-04,167.554019,66.892621,125.798119,84.176729,75.040397,105.907328,94.421089,141.085164
2025-02-05,167.855617,66.798971,125.898758,84.126223,74.965356,105.928509,94.402204,141.254467
2025-02-06,168.157757,66.705453,125.999477,84.075747,74.890391,105.949695,94.383324,141.423972
2025-02-07,168.460441,66.612065,126.100276,84.025302,74.8155,105.970885,94.364447,141.593681
2025-02-10,168.76367,66.518808,126.201157,83.974887,74.740685,105.992079,94.345574,141.763593
2025-02-11,169.067444,66.425682,126.302118,83.924502,74.665944,106.013278,94.326705,141.933709
2025-02-12,169.371766,66.332686,126.403159,83.874147,74.591278,106.03448,94.30784,142.10403
2025-02-13,169.676635,66.23982,126.504282,83.823822,74.516687,106.055687,94.288978,142.274555
2025-02-14,169.982053,66.147085,126.605485,83.773528,74.44217,106.076898,94.270121,142.445284
2025-02-17,170.28802,66.054479,126.70677,83.723264,74.367728,106.098114,94.251267,142.616219
