Date,Start Equity,End Equity,PnL,Return %,Drawdown %,Holdings,Notes
2024-10-07,10880.9,10880.9,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-08,10900.49,10900.49,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-09,10920.11,10920.11,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-10,10939.76,10939.76,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-11,10959.46,10959.46,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-14,10979.18,10979.18,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-15,10998.94,10998.94,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-16,11018.74,11018.74,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-17,11038.58,11038.58,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-18,11058.45,11058.45,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-21,11078.35,11078.35,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-22,11098.29,11098.29,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-23,11118.27,11118.27,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-24,11138.28,11138.28,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-25,11158.33,11158.33,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-28,11178.42,11178.42,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-29,11198.54,11198.54,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-30,11218.69,11218.69,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-10-31,11238.89,11238.89,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-01,11259.12,11259.12,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-04,11279.38,11279.38,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-05,11299.69,11299.69,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-06,11320.03,11320.03,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-07,11340.4,11340.4,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-08,11360.82,11360.82,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-11,11381.27,11381.27,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-12,11401.75,11401.75,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-13,11422.27,11422.27,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-14,11442.83,11442.83,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-15,11463.43,11463.43,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-18,11484.07,11484.07,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-19,11504.74,11504.74,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-20,11525.45,11525.45,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-21,11546.19,11546.19,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-22,11566.97,11566.97,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-25,11587.8,11587.8,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-26,11608.65,11608.65,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-27,11629.55,11629.55,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-28,11650.48,11650.48,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-11-29,11671.45,11671.45,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-02,11692.46,11692.46,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-03,11713.51,11713.51,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-04,11734.59,11734.59,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-05,11755.71,11755.71,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-06,11776.87,11776.87,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-09,11798.07,11798.07,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-10,11819.31,11819.31,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-11,11840.58,11840.58,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-12,11861.9,11861.9,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-13,11883.25,11883.25,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-16,11904.64,11904.64,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-17,11926.07,11926.07,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-18,11947.53,11947.53,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-19,11969.04,11969.04,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-20,11990.58,11990.58,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-23,12012.17,12012.17,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-24,12033.79,12033.79,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-25,12055.45,12055.45,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-26,12077.15,12077.15,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-27,12098.89,12098.89,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-30,12120.67,12120.67,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2024-12-31,12142.48,12142.48,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-01,12164.34,12164.34,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-02,12186.24,12186.24,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-03,12208.17,12208.17,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-06,12230.15,12230.15,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-07,12252.16,12252.16,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-08,12274.21,12274.21,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-09,12296.31,12296.31,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-10,12318.44,12318.44,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-13,12340.61,12340.61,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-14,12362.83,12362.83,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-15,12385.08,12385.08,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-16,12407.37,12407.37,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-17,12429.71,12429.71,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-20,12452.08,12452.08,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-21,12474.49,12474.49,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-22,12496.95,12496.95,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-23,12519.44,12519.44,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-24,12541.98,12541.98,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-27,12564.55,12564.55,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-28,12587.17,12587.17,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-29,12609.83,12609.83,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-30,12632.52,12632.52,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-01-31,12655.26,12655.26,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-03,12678.04,12678.04,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-04,12700.86,12700.86,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-05,12723.72,12723.72,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-06,12746.63,12746.63,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-07,12769.57,12769.57,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-10,12792.56,12792.56,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-11,12815.58,12815.58,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-12,12838.65,12838.65,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-13,12861.76,12861.76,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-14,12884.91,12884.91,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-17,12908.1,12908.1,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-18,12931.34,12931.34,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-19,12954.62,12954.62,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-20,12977.93,12977.93,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-21,13001.29,13001.29,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-24,13024.7,13024.7,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-25,13048.14,13048.14,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-26,13071.63,13071.63,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-27,13095.16,13095.16,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-02-28,13118.73,13118.73,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-03,13142.34,13142.34,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-04,13166.0,13166.0,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-05,13189.7,13189.7,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-06,13213.44,13213.44,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-07,13237.22,13237.22,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-10,13261.05,13261.05,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-11,13284.92,13284.92,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-12,13308.83,13308.83,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-13,13332.79,13332.79,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-14,13356.79,13356.79,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-17,13380.83,13380.83,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-18,13404.91,13404.91,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-19,13429.04,13429.04,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-20,13453.22,13453.22,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-21,13477.43,13477.43,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-24,13501.69,13501.69,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-25,13525.99,13525.99,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-26,13550.34,13550.34,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-27,13574.73,13574.73,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-28,13599.17,13599.17,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-03-31,13623.64,13623.64,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-01,13648.17,13648.17,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-02,13672.73,13672.73,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-03,13697.34,13697.34,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-04,13722.0,13722.0,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-07,13746.7,13746.7,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-08,13771.44,13771.44,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-09,13796.23,13796.23,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-10,13821.06,13821.06,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-11,13845.94,13845.94,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-14,13870.87,13870.87,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-15,13895.83,13895.83,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
