date,cpu_equity,gpu_equity,cpu_gpu_diff_bps
2025-05-16,12893.6555968920,12893.6555968920,0.0000000000
2025-05-19,12839.0457061208,12839.0457061208,0.0000000000
2025-05-20,12725.4084453815,12725.4084453815,0.0000000000
2025-05-21,12110.0265879770,12110.0265879770,0.0000000000
2025-05-22,12011.6940174964,12011.6940174964,0.0000000000
2025-05-23,11626.0443957531,11626.0443957531,0.0000000000
2025-05-27,12519.0327003674,12519.0327003674,0.0000000000
2025-05-28,12327.6811378402,12327.6811378402,0.0000000000
2025-05-29,12442.2891702621,12442.2891702621,0.0000000000
2025-05-30,12150.7440201315,12150.7440201315,0.0000000000
2025-06-02,12494.4375400168,12494.4375400168,0.0000000000
2025-06-03,13006.8323092397,13006.8323092397,0.0000000000
2025-06-04,13220.4552272205,13220.4552272205,0.0000000000
2025-06-05,12988.9468954493,12988.9468954493,0.0000000000
2025-06-06,13325.8549586891,13325.8549586891,0.0000000000
2025-06-09,13692.6134957756,13692.6134957756,0.0000000000
2025-06-10,14147.4775393116,14147.4775393116,0.0000000000
2025-06-11,14005.7641235081,14005.7641235081,0.0000000000
2025-06-12,14097.2744330028,14097.2744330028,0.0000000000
2025-06-13,13403.6699021020,13403.6699021020,0.0000000000
2025-06-16,14127.3084353987,14127.3084353987,0.0000000000
2025-06-17,13762.4794392810,13762.4794392810,0.0000000000
2025-06-18,13790.2307440723,13790.2307440723,0.0000000000
2025-06-20,13615.4552110974,13615.4552110974,0.0000000000
2025-06-23,13887.3475555176,13887.3475555176,0.0000000000
2025-06-24,14714.0148554344,14714.0148554344,0.0000000000
2025-06-25,14322.5778981616,14322.5778981616,0.0000000000
2025-06-26,14019.6476654936,14019.6476654936,0.0000000000
2025-06-27,14036.9840342306,14036.9840342306,0.0000000000
2025-06-30,14055.2328434275,14055.2328434275,0.0000000000
2025-07-01,14251.4075422938,14251.4075422938,0.0000000000
2025-07-02,13449.3723780915,13449.3723780915,0.0000000000
2025-07-03,13271.4464884220,13271.4464884220,0.0000000000
2025-07-07,14019.6476654936,14019.6476654936,0.0000000000
2025-07-08,13253.1976792252,13253.1976792251,0.0000000000
2025-07-09,13110.8569674896,13110.8569674896,0.0000000000
2025-07-10,12719.4200102168,12719.4200102168,0.0000000000
2025-07-11,12790.5903660846,12790.5903660846,0.0000000000
2025-07-14,13146.4421454235,13146.4421454235,0.0000000000
2025-07-15,12790.5903660846,12790.5903660846,0.0000000000
2025-07-16,13605.9812627899,13605.9812627899,0.0000000000
2025-07-17,13473.7437888255,13473.7437888255,0.0000000000
2025-07-18,13493.0485295503,13493.0485295503,0.0000000000
2025-07-21,13436.0995444123,13436.0995444123,0.0000000000
2025-07-22,14001.7284476469,14001.7284476469,0.0000000000
2025-07-23,14246.8986548510,14246.8986548510,0.0000000000
2025-07-24,14378.1708917791,14378.1708917791,0.0000000000
2025-07-25,14415.8151361924,14415.8151361924,0.0000000000
2025-07-28,13624.3207664784,13624.3207664784,0.0000000000
2025-07-29,13568.3370183767,13568.3370183767,0.0000000000
2025-07-30,13303.8620704479,13303.8620704479,0.0000000000
2025-07-31,14641.9951072228,14641.9951072228,0.0000000000
2025-08-01,15776.9164564052,15776.9164564052,0.0000000000
2025-08-04,16376.6637765530,16376.6637765530,0.0000000000
2025-08-05,16714.7509697540,16714.7509697539,0.0000000000
2025-08-06,16353.3140862791,16353.3140862791,0.0000000000
2025-08-07,17042.0900340331,17042.0900340331,0.0000000000
2025-08-08,17526.2790666127,17526.2790666127,0.0000000000
2025-08-11,17458.0834282212,17458.0834282212,0.0000000000
2025-08-12,19087.9591857778,19087.9591857778,0.0000000000
2025-08-13,19950.0533836320,19950.0533836320,0.0000000000
2025-08-14,19888.5521519537,19888.5521519537,0.0000000000
2025-08-15,21270.4407830942,21270.4407830942,0.0000000000
2025-08-18,21394.8293256854,21394.8293256854,0.0000000000
2025-08-19,20391.9467010439,20391.9467010439,0.0000000000
2025-08-20,20049.8782089181,20049.8782089181,0.0000000000
2025-08-21,19700.0354328804,19700.0354328804,0.0000000000
2025-08-22,21564.5044674081,21564.5044674081,0.0000000000
2025-08-25,21446.6227010046,21446.6227010046,0.0000000000
2025-08-26,21949.5849043261,21949.5849043261,0.0000000000
2025-08-27,22138.1957305717,22138.1957305717,0.0000000000
2025-08-28,22413.2531855131,22413.2531855131,0.0000000000
2025-08-29,20456.4158632155,20456.4158632155,0.0000000000
2025-09-02,19835.5718934905,19835.5718934905,0.0000000000
2025-09-03,19568.3732229760,19568.3732229760,0.0000000000
2025-09-04,20149.9232705665,20149.9232705665,0.0000000000
2025-09-05,20778.6260247183,20778.6260247183,0.0000000000
2025-09-08,21273.7294436129,21273.7294436129,0.0000000000
2025-09-09,21352.3172878819,21352.3172878819,0.0000000000
2025-09-10,22468.2646765014,22468.2646765014,0.0000000000
2025-09-11,22916.2153888346,22916.2153888346,0.0000000000
2025-09-12,23013.7763707885,23013.7763707885,0.0000000000
2025-09-15,22466.4075521635,22466.4075521635,0.0000000000
2025-09-16,22029.2597584494,22029.2597584494,0.0000000000
2025-09-17,22102.1177240684,22102.1177240684,0.0000000000
2025-09-18,19841.6526369141,19841.6526369141,0.0000000000
2025-09-19,20168.5794057174,20168.5794057174,0.0000000000
2025-09-22,19256.9207589973,19256.9207589973,0.0000000000
2025-09-23,19389.5596194832,19389.5596194832,0.0000000000
2025-09-24,19464.2857380669,19464.2857380669,0.0000000000
2025-09-25,20694.7713011083,20694.7713011083,0.0000000000
2025-09-26,20578.8947226927,20578.8947226927,0.0000000000
2025-09-29,20578.8947226927,20578.8947226927,0.0000000000
2025-09-30,20034.8640070804,20034.8640070803,0.0000000000
2025-10-01,18990.0107915361,18990.0107915361,0.0000000000
2025-10-02,17827.3169877726,17827.3169877726,0.0000000000
2025-10-03,18174.9467230195,18174.9467230195,0.0000000000
2025-10-06,16548.7466055935,16548.7466055935,0.0000000000
2025-10-07,17632.8800172108,17632.8800172108,0.0000000000
2025-10-08,15849.5591154924,15849.5591154924,0.0000000000
2025-10-09,16043.9960860542,16043.9960860542,0.0000000000
2025-10-10,19141.3389153767,19141.3389153767,0.0000000000
2025-10-13,21895.4160107909,21895.4160107909,0.0000000000
2025-10-14,23300.2862086663,23300.2862086663,0.0000000000
2025-10-15,21167.9410115158,21167.9410115158,0.0000000000
2025-10-16,20906.9988922106,20906.9988922106,0.0000000000
2025-10-17,21115.2254318582,21115.2254318581,0.0000000000
2025-10-20,20076.7285126031,20076.7285126031,0.0000000000
2025-10-21,20387.7504325830,20387.7504325830,0.0000000000
2025-10-22,22677.3438213463,22677.3438213463,0.0000000000
2025-10-23,21060.0745805577,21060.0745805577,0.0000000000
2025-10-24,20085.8819414362,20085.8819414362,0.0000000000
2025-10-27,18359.1528535553,18359.1528535553,0.0000000000
2025-10-28,18304.4229300091,18304.4229300091,0.0000000000
2025-10-29,17439.6901379800,17439.6901379800,0.0000000000
2025-10-30,18088.2397320018,18088.2397320018,0.0000000000
2025-10-31,17926.7864575407,17926.7864575407,0.0000000000
2025-11-03,17655.8733359873,17655.8733359873,0.0000000000
2025-11-04,19704.3042139995,19704.3042139995,0.0000000000
2025-11-05,21845.9542979327,21845.9542979327,0.0000000000
2025-11-06,23603.8948255653,23603.8948255653,0.0000000000
2025-11-07,22906.9186240199,22906.9186240199,0.0000000000
2025-11-10,24674.0551350248,24674.0551350248,0.0000000000
2025-11-11,22945.3346351287,22945.3346351287,0.0000000000
2025-11-12,23988.0549366533,23988.0549366533,0.0000000000
2025-11-13,21523.9422241030,21523.9422241030,0.0000000000
2025-11-14,21326.3741669720,21326.3741669720,0.0000000000
2025-11-17,20217.7978464037,20217.7978464037,0.0000000000
2025-11-18,18851.2854512478,18851.2854512478,0.0000000000
2025-11-19,20056.8292339929,20056.8292339928,0.0000000000
2025-11-20,21416.9229424967,21416.9229424967,0.0000000000
2025-11-21,22056.4415762876,22056.4415762876,0.0000000000
2025-11-24,24927.3241388488,24927.3241388488,0.0000000000
2025-11-25,25142.8141132784,25142.8141132784,0.0000000000
2025-11-26,27342.3636352233,27342.3636352233,0.0000000000
2025-11-28,28786.5762589772,28786.5762589771,0.0000000000
2025-12-01,28821.4606218698,28821.4606218698,0.0000000000
2025-12-02,30558.7018939215,30558.7018939214,0.0000000000
2025-12-03,32498.2724707503,32498.2724707503,0.0000000000
2025-12-04,31507.5565646003,31507.5565646003,0.0000000000
2025-12-05,32442.4574901221,32442.4574901221,0.0000000000
2025-12-08,33482.0115043217,33482.0115043217,0.0000000000
2025-12-09,33342.4740527513,33342.4740527513,0.0000000000
2025-12-10,34640.1723523562,34640.1723523562,0.0000000000
2025-12-11,34040.1613106034,34040.1613106034,0.0000000000
2025-12-12,29100.5355250106,29100.5355250106,0.0000000000
2025-12-15,28730.7612783490,28730.7612783490,0.0000000000
2025-12-16,28249.3570704311,28249.3570704310,0.0000000000
2025-12-17,25123.7181552537,25123.7181552537,0.0000000000
2025-12-18,27628.3841663293,27628.3841663293,0.0000000000
2025-12-19,29877.0395909606,29877.0395909606,0.0000000000
2025-12-22,30979.8833342511,30979.8833342511,0.0000000000
2025-12-23,31294.9815466198,31294.9815466198,0.0000000000
2025-12-24,31660.2090200472,31660.2090200472,0.0000000000
2025-12-26,31660.2090200472,31660.2090200472,0.0000000000
2025-12-29,31380.9174227204,31380.9174227203,0.0000000000
2025-12-30,31273.4975775947,31273.4975775946,0.0000000000
2025-12-31,30099.0406042204,30099.0406042204,0.0000000000
2026-01-02,33823.3245501421,33823.3245501421,0.0000000000
2026-01-05,32470.3915681364,32470.3915681364,0.0000000000
2026-01-06,29272.5499743048,29272.5499743048,0.0000000000
2026-01-07,30133.5073264902,30133.5073264902,0.0000000000
2026-01-08,31935.1301012929,31935.1301012929,0.0000000000
2026-01-09,29325.6447622768,29325.6447622767,0.0000000000
2026-01-12,28828.5999357975,28828.5999357975,0.0000000000
2026-01-13,28207.2939026984,28207.2939026984,0.0000000000
2026-01-14,28331.5551093182,28331.5551093182,0.0000000000
2026-01-15,26964.6818365002,26964.6818365002,0.0000000000
2026-01-16,25970.5921835417,25970.5921835417,0.0000000000
2026-01-20,26964.6818365002,26964.6818365002,0.0000000000
2026-01-21,24479.4577041039,24479.4577041039,0.0000000000
2026-01-22,24355.1964974841,24355.1964974841,0.0000000000
2026-01-23,25100.7637372030,25100.7637372030,0.0000000000
2026-01-26,25597.8085636823,25597.8085636822,0.0000000000
2026-01-27,23733.8904643850,23733.8904643850,0.0000000000
2026-01-28,21869.9723650877,21869.9723650877,0.0000000000
2026-01-29,23741.5677966088,23741.5677966088,0.0000000000
2026-01-30,26574.3684996133,26574.3684996133,0.0000000000
2026-02-02,24955.6252407536,24955.6252407536,0.0000000000
2026-02-03,27755.8951552392,27755.8951552392,0.0000000000
2026-02-04,32579.1862090978,32579.1862090978,0.0000000000
2026-02-05,32615.9365601515,32615.9365601515,0.0000000000
2026-02-06,37814.6726018684,37814.6726018683,0.0000000000
2026-02-09,36601.3675985999,36601.3675985998,0.0000000000
2026-02-10,36803.5850991446,36803.5850991446,0.0000000000
2026-02-11,33972.5400915181,33972.5400915181,0.0000000000
2026-02-12,36601.3675985999,36601.3675985998,0.0000000000
2026-02-13,35590.2800958761,35590.2800958761,0.0000000000
2026-02-17,37843.5022945618,37843.5022945617,0.0000000000
2026-02-18,36560.6717083054,36560.6717083054,0.0000000000
2026-02-19,37408.4096689662,37408.4096689661,0.0000000000
2026-02-20,38478.8644398941,38478.8644398940,0.0000000000
2026-02-23,39384.2494855386,39384.2494855386,0.0000000000
2026-02-24,37573.4793942495,37573.4793942495,0.0000000000
2026-02-25,35989.0555643715,35989.0555643715,0.0000000000
2026-02-26,40141.2707920442,40141.2707920442,0.0000000000
2026-02-27,41774.9271614878,41774.9271614878,0.0000000000
2026-03-02,41774.9271614878,41774.9271614878,0.0000000000
2026-03-03,48477.2246305202,48477.2246305202,0.0000000000
2026-03-04,45417.9822994680,45417.9822994679,0.0000000000
2026-03-05,48996.9085183856,48996.9085183855,0.0000000000
2026-03-06,55194.5064595486,55194.5064595485,0.0000000000
2026-03-09,61452.7267576348,61452.7267576347,0.0000000000
2026-03-10,65248.0852559326,65248.0852559326,0.0000000000
2026-03-11,67027.5365849578,67027.5365849577,0.0000000000
2026-03-12,74154.2546635012,74154.2546635011,0.0000000000
2026-03-13,74803.1781331102,74803.1781331101,0.0000000000
2026-03-16,80459.8555378811,80459.8555378810,0.0000000000
2026-03-17,82348.0920433333,82348.0920433332,0.0000000000
2026-03-18,80954.3936702614,80954.3936702614,0.0000000000
2026-03-19,82198.2320032180,82198.2320032180,0.0000000000
