Variant,Date,Day Start Equity,Start Ticker,Intraday Switch Time,Intraday Switch,Buy Time,Buy Ticker,End-of-Day Ticker,Day End Equity,PnL ($),Return %,Drawdown %,Sell Time Price,Buy Time Price
G1-570248,2026-02-27,47880.85,SOXL,no change,no change,15:55,SOXS,SOXS,46022.16,-1858.7,-3.88,14.86,,1.7999
G1-570248,2026-03-02,46022.16,SOXS,no change,no change,no change,no change,SOXS,46024.71,2.56,0.01,14.86,,
G1-570248,2026-03-03,46024.71,SOXS,no change,no change,no change,no change,SOXS,52929.36,6904.65,15.0,2.08,,
G1-570248,2026-03-04,52929.36,SOXS,no change,no change,no change,no change,SOXS,49478.01,-3451.35,-6.52,8.47,,
G1-570248,2026-03-05,49478.01,SOXS,13:43,SOXS,15:55,SOXS,SOXS,53131.88,3653.87,7.38,1.71,41.72,40.4
G1-570248,2026-03-06,53131.88,SOXS,09:30,SOXS,15:55,SOXL,SOXL,56322.34,3190.46,6.0,0.0,43.2286,47.66
G1-570248,2026-03-09,56322.34,SOXL,15:43,SOXL,15:55,SOXL,SOXL,62144.04,5821.7,10.34,0.0,52.805,52.975
G1-570248,2026-03-10,62144.04,SOXL,no change,no change,no change,no change,SOXL,63540.01,1395.97,2.25,0.0,,
G1-570248,2026-03-11,63540.01,SOXL,no change,no change,15:55,SOXS,SOXS,65814.35,2274.35,3.58,0.0,,37.8201
G1-570248,2026-03-12,65814.35,SOXS,10:02,SOXS,15:55,SOXL,SOXL,70923.0,5108.64,7.76,0.0,40.685,50.09
G1-570248,2026-03-13,70923.0,SOXL,no change,no change,no change,no change,SOXL,71418.57,495.57,0.7,0.0,,
G1-570248,2026-03-16,71418.57,SOXL,15:13,SOXL,15:55,SOXL,SOXL,77088.09,5669.52,7.94,0.0,54.41,53.71
G1-570248,2026-03-17,77088.09,SOXL,no change,no change,no change,no change,SOXL,78638.17,1550.09,2.01,0.0,,
G1-570248,2026-03-18,78638.17,SOXL,no change,no change,no change,no change,SOXL,78164.54,-473.64,-0.6,0.6,,
G1-570248,2026-03-19,78164.54,SOXL,no change,no change,no change,no change,SOXL,78925.23,760.69,0.97,0.0,,
G1-570248,2026-03-20,78925.23,SOXL,no change,no change,no change,no change,SOXL,72832.53,-6092.7,-7.72,7.72,,
G1-570248,2026-03-23,72832.53,SOXL,10:50,SOXL,15:55,SOXS,SOXS,79727.64,6895.11,9.47,0.0,55.76,38.94
G1-570248,2026-03-24,79727.64,SOXS,11:24,SOXS,no change,no change,CASH,75950.68,-3776.96,-4.74,4.74,36.815,
G1-570248,2026-03-25,75950.68,CASH,no change,no change,15:55,SOXS,SOXS,75943.08,-7.59,-0.01,4.75,,36.015
G1-570248,2026-03-26,75943.08,SOXS,11:46,SOXS,15:55,SOXL,SOXL,82370.86,6427.77,8.46,0.0,38.99,48.99
G1-570248,2026-03-27,82370.86,SOXL,no change,no change,no change,no change,SOXL,78335.54,-4035.31,-4.9,4.9,,
G1-570248,2026-03-30,78335.54,SOXL,no change,no change,no change,no change,SOXL,68591.94,-9743.6,-12.44,16.73,,
G1-570248,2026-03-31,68591.94,SOXL,10:09,SOXL,15:55,SOXL,SOXL,73571.76,4979.83,7.26,10.68,43.81,47.945
G1-570248,2026-04-01,73571.76,SOXL,14:02,SOXL,15:55,SOXL,SOXL,81151.52,7579.76,10.3,1.48,52.8081,52.205
G1-570248,2026-04-02,81151.52,SOXL,no change,no change,no change,no change,SOXL,82022.03,870.51,1.07,0.42,,
G1-570248,2026-04-06,82022.03,SOXL,no change,no change,no change,no change,SOXL,85037.72,3015.69,3.68,0.0,,
G1-570248,2026-04-07,85037.72,SOXL,19:33,SOXL,15:55,SOXL,SOXL,98144.82,13107.1,15.41,0.0,63.06,56.375
G1-570248,2026-04-08,98144.82,SOXL,07:15,SOXL,15:55,SOXL,SOXL,113695.75,15550.94,15.84,0.0,65.3,67.35
G1-570248,2026-04-09,113695.75,SOXL,no change,no change,no change,no change,SOXL,121418.96,7723.21,6.79,0.0,,
G1-570248,2026-04-10,121418.96,SOXL,no change,no change,no change,no change,SOXL,129032.44,7613.48,6.27,0.0,,
